Provider type,State/territory of delivery location,Age group,Previous highest education level,Level of education, Year, 2019, 2020, 2021, 2022, 2023
Enterprise providers,Queensland,15 to 19 years,Year 9 or lower,Totals,,665,765,915,"1,175","1,290"
Enterprise providers,Queensland,15 to 19 years,Year 9 or lower,Certificate IV,,-,5,5,-,-
Enterprise providers,Queensland,15 to 19 years,Year 9 or lower,Certificate III,,495,675,770,905,985
Enterprise providers,Queensland,15 to 19 years,Year 9 or lower,Certificate II,,155,40,85,110,140
Enterprise providers,Queensland,15 to 19 years,Year 9 or lower,Certificate I,,10,30,45,120,110
Enterprise providers,Queensland,15 to 19 years,Year 9 or lower,Non-AQF level,,5,15,15,40,50
Enterprise providers,Queensland,15 to 19 years,Not known,Totals,,110,160,170,250,345
Enterprise providers,Queensland,15 to 19 years,Not known,Diploma,,-,5,5,-,-
Enterprise providers,Queensland,15 to 19 years,Not known,Certificate IV,,10,25,10,5,5
Enterprise providers,Queensland,15 to 19 years,Not known,Certificate III,,65,75,105,110,90
Enterprise providers,Queensland,15 to 19 years,Not known,Certificate II,,20,30,35,65,170
Enterprise providers,Queensland,15 to 19 years,Not known,Certificate I,,-,10,5,50,55
Enterprise providers,Queensland,15 to 19 years,Not known,Non-AQF level,,15,20,10,25,25
Enterprise providers,South Australia,Totals,,,,845,670,795,755,690
Enterprise providers,South Australia,15 to 19 years,Totals,,,845,670,795,755,690
Enterprise providers,South Australia,15 to 19 years,Certificate IV,Totals,,-,-,5,5,-
Enterprise providers,South Australia,15 to 19 years,Certificate III,Totals,,35,30,35,35,35
Enterprise providers,South Australia,15 to 19 years,Certificate III,Diploma,,5,5,-,-,-
Enterprise providers,South Australia,15 to 19 years,Certificate III,Certificate IV,,5,-,5,5,-
Enterprise providers,South Australia,15 to 19 years,Certificate III,Certificate III,,15,20,15,20,20
Enterprise providers,South Australia,15 to 19 years,Certificate III,Certificate II,,10,5,15,10,5
Enterprise providers,South Australia,15 to 19 years,Certificate III,Certificate I,,5,-,-,-,-
Enterprise providers,South Australia,15 to 19 years,Certificate III,Non-AQF level,,-,-,-,-,5
Enterprise providers,South Australia,15 to 19 years,Year 12,Totals,,60,55,60,50,80
Enterprise providers,South Australia,15 to 19 years,Year 12,Certificate IV,,5,-,-,-,-
Enterprise providers,South Australia,15 to 19 years,Year 12,Certificate III,,40,35,40,45,65
Enterprise providers,South Australia,15 to 19 years,Year 12,Certificate II,,10,15,15,5,-
Enterprise providers,South Australia,15 to 19 years,Year 12,Non-AQF level,,-,-,-,-,15
Enterprise providers,South Australia,15 to 19 years,Year 11,Totals,,105,90,70,75,75
Enterprise providers,South Australia,15 to 19 years,Year 11,Certificate III,,80,50,55,70,60
Enterprise providers,South Australia,15 to 19 years,Year 11,Certificate II,,20,30,10,5,5
Enterprise providers,South Australia,15 to 19 years,Year 11,Certificate I,,5,-,-,-,-
Enterprise providers,South Australia,15 to 19 years,Year 11,Non-AQF level,,5,5,-,-,5
Enterprise providers,South Australia,15 to 19 years,Certificate II,Totals,,30,15,10,10,5
Enterprise providers,South Australia,15 to 19 years,Certificate II,Certificate III,,15,10,5,-,5
Enterprise providers,South Australia,15 to 19 years,Certificate II,Certificate II,,5,5,5,5,5
Enterprise providers,South Australia,15 to 19 years,Certificate II,Non-AQF level,,5,-,-,-,-
Enterprise providers,South Australia,15 to 19 years,Year 10,Totals,,255,165,155,135,115
Enterprise providers,South Australia,15 to 19 years,Year 10,Certificate III,,155,110,115,120,95
Enterprise providers,South Australia,15 to 19 years,Year 10,Certificate II,,90,45,35,15,15
Enterprise providers,South Australia,15 to 19 years,Year 10,Certificate I,,-,-,5,-,-
Enterprise providers,South Australia,15 to 19 years,Year 10,Non-AQF level,,5,5,5,-,5
Enterprise providers,South Australia,15 to 19 years,Certificate I,Totals,,5,5,10,5,5
Enterprise providers,South Australia,15 to 19 years,Certificate I,Certificate II,,-,-,5,-,5
Enterprise providers,South Australia,15 to 19 years,Miscellaneous education,Totals,,-,-,5,10,10
Enterprise providers,South Australia,15 to 19 years,Miscellaneous education,Certificate II,,-,-,5,5,10
Enterprise providers,South Australia,15 to 19 years,Year 9 or lower,Totals,,245,175,235,175,105
Enterprise providers,South Australia,15 to 19 years,Year 9 or lower,Certificate III,,185,145,160,145,95
Enterprise providers,South Australia,15 to 19 years,Year 9 or lower,Certificate II,,55,30,65,25,5
Enterprise providers,South Australia,15 to 19 years,Year 9 or lower,Certificate I,,5,-,5,-,-
Enterprise providers,South Australia,15 to 19 years,Year 9 or lower,Non-AQF level,,5,-,5,-,5
Enterprise providers,South Australia,15 to 19 years,Not known,Totals,,105,140,215,260,250
Enterprise providers,South Australia,15 to 19 years,Not known,Certificate III,,40,45,45,80,75
Enterprise providers,South Australia,15 to 19 years,Not known,Certificate II,,65,90,170,175,170
Enterprise providers,South Australia,15 to 19 years,Not known,Certificate I,,-,-,-,5,-
Enterprise providers,South Australia,15 to 19 years,Not known,Non-AQF level,,-,-,-,5,5
Enterprise providers,Western Australia,Totals,,,,"14,575","2,000","1,840","1,735","1,705"
Enterprise providers,Western Australia,15 to 19 years,Totals,,,"14,575","2,000","1,840","1,735","1,705"
Enterprise providers,Western Australia,15 to 19 years,Diploma,Totals,,5,5,5,-,-
Enterprise providers,Western Australia,15 to 19 years,Diploma,Certificate III,,5,5,5,-,-
Enterprise providers,Western Australia,15 to 19 years,Certificate IV,Totals,,10,10,10,10,10
Enterprise providers,Western Australia,15 to 19 years,Certificate IV,Certificate III,,5,10,10,10,5
Enterprise providers,Western Australia,15 to 19 years,Certificate IV,Certificate II,,5,-,-,-,-
Enterprise providers,Western Australia,15 to 19 years,Certificate III,Totals,,110,30,20,10,20
Enterprise providers,Western Australia,15 to 19 years,Certificate III,Diploma,,5,5,5,-,-
Enterprise providers,Western Australia,15 to 19 years,Certificate III,Certificate III,,25,20,10,5,15
Enterprise providers,Western Australia,15 to 19 years,Certificate III,Certificate II,,80,-,-,5,-
Enterprise providers,Western Australia,15 to 19 years,Certificate III,Non-AQF level,,-,-,-,-,5
Enterprise providers,Western Australia,15 to 19 years,Year 12,Totals,,270,255,400,385,350
Enterprise providers,Western Australia,15 to 19 years,Year 12,Diploma,,5,5,5,5,10
Enterprise providers,Western Australia,15 to 19 years,Year 12,Certificate IV,,-,-,5,10,10
Enterprise providers,Western Australia,15 to 19 years,Year 12,Certificate III,,205,215,355,320,290
Enterprise providers,Western Australia,15 to 19 years,Year 12,Certificate II,,40,20,35,30,30
Enterprise providers,Western Australia,15 to 19 years,Year 12,Certificate I,,20,10,5,20,5
Enterprise providers,Western Australia,15 to 19 years,Year 12,Non-AQF level,,-,-,-,-,5
Enterprise providers,Western Australia,15 to 19 years,Year 11,Totals,,"6,185",330,285,310,285
Enterprise providers,Western Australia,15 to 19 years,Year 11,Diploma,,5,-,-,5,5
Enterprise providers,Western Australia,15 to 19 years,Year 11,Certificate IV,,-,-,-,-,5
Enterprise providers,Western Australia,15 to 19 years,Year 11,Certificate III,,975,135,180,160,135
Enterprise providers,Western Australia,15 to 19 years,Year 11,Certificate II,,"5,105",135,65,80,110
Enterprise providers,Western Australia,15 to 19 years,Year 11,Certificate I,,105,55,40,65,35
Enterprise providers,Western Australia,15 to 19 years,Certificate II,Totals,,50,20,20,5,15
Enterprise providers,Western Australia,15 to 19 years,Certificate II,Certificate III,,15,10,15,5,5
Enterprise providers,Western Australia,15 to 19 years,Certificate II,Certificate II,,30,5,5,-,5
Enterprise providers,Western Australia,15 to 19 years,Certificate II,Certificate I,,5,5,-,-,-
Enterprise providers,Western Australia,15 to 19 years,Year 10,Totals,,"6,495",685,630,545,585
Enterprise providers,Western Australia,15 to 19 years,Year 10,Diploma,,-,-,-,-,5
Enterprise providers,Western Australia,15 to 19 years,Year 10,Certificate III,,670,405,380,290,285
Enterprise providers,Western Australia,15 to 19 years,Year 10,Certificate II,,"5,540",195,180,200,260
Enterprise providers,Western Australia,15 to 19 years,Year 10,Certificate I,,280,85,65,55,35
Enterprise providers,Western Australia,15 to 19 years,Certificate I,Totals,,10,10,15,-,-
Enterprise providers,Western Australia,15 to 19 years,Certificate I,Certificate I,,10,10,15,-,-
Enterprise providers,Western Australia,15 to 19 years,Miscellaneous education,Totals,,5,5,-,-,5
Enterprise providers,Western Australia,15 to 19 years,Miscellaneous education,Certificate I,,5,5,-,-,-
Enterprise providers,Western Australia,15 to 19 years,Year 9 or lower,Totals,,"1,315",515,375,400,350
Enterprise providers,Western Australia,15 to 19 years,Year 9 or lower,Certificate III,,80,105,115,115,65
Enterprise providers,Western Australia,15 to 19 years,Year 9 or lower,Certificate II,,505,155,155,180,190
Enterprise providers,Western Australia,15 to 19 years,Year 9 or lower,Certificate I,,730,255,105,105,95
Enterprise providers,Western Australia,15 to 19 years,Not known,Totals,,115,140,85,65,90
Enterprise providers,Western Australia,15 to 19 years,Not known,Certificate III,,-,10,10,10,10
Enterprise providers,Western Australia,15 to 19 years,Not known,Certificate II,,10,35,10,15,35
Enterprise providers,Western Australia,15 to 19 years,Not known,Certificate I,,105,95,65,35,40
Enterprise providers,Tasmania,Totals,,,,405,135,120,100,110
Enterprise providers,Tasmania,15 to 19 years,Totals,,,405,135,120,100,110
Enterprise providers,Tasmania,15 to 19 years,Certificate III,Totals,,5,-,5,-,-
Enterprise providers,Tasmania,15 to 19 years,Certificate III,Certificate III,,-,-,5,-,-
Enterprise providers,Tasmania,15 to 19 years,Year 12,Totals,,50,10,20,10,15
Enterprise providers,Tasmania,15 to 19 years,Year 12,Certificate III,,25,5,15,5,15
Enterprise providers,Tasmania,15 to 19 years,Year 12,Certificate II,,25,-,5,5,-
Enterprise providers,Tasmania,15 to 19 years,Year 11,Totals,,125,30,50,30,35
Enterprise providers,Tasmania,15 to 19 years,Year 11,Certificate III,,55,20,40,30,25
Enterprise providers,Tasmania,15 to 19 years,Year 11,Certificate II,,70,10,10,-,5
Enterprise providers,Tasmania,15 to 19 years,Certificate II,Totals,,10,5,-,-,-
Enterprise providers,Tasmania,15 to 19 years,Certificate II,Certificate III,,5,5,-,-,-
Enterprise providers,Tasmania,15 to 19 years,Certificate II,Certificate II,,5,-,-,-,-
Enterprise providers,Tasmania,15 to 19 years,Year 10,Totals,,90,40,20,30,25
Enterprise providers,Tasmania,15 to 19 years,Year 10,Certificate III,,50,30,15,25,20
Enterprise providers,Tasmania,15 to 19 years,Year 10,Certificate II,,40,10,5,5,5
Enterprise providers,Tasmania,15 to 19 years,Certificate I,Totals,,5,-,-,-,-
Enterprise providers,Tasmania,15 to 19 years,Year 9 or lower,Totals,,120,55,25,25,35
Enterprise providers,Tasmania,15 to 19 years,Year 9 or lower,Certificate III,,45,30,5,10,20
Enterprise providers,Tasmania,15 to 19 years,Year 9 or lower,Certificate II,,75,25,20,15,15
Enterprise providers,Tasmania,15 to 19 years,Not known,Totals,,-,-,-,5,-
Enterprise providers,Tasmania,15 to 19 years,Not known,Certificate III,,-,-,-,5,-
Enterprise providers,Northern Territory,Totals,,,,360,295,400,560,785
Enterprise providers,Northern Territory,15 to 19 years,Totals,,,360,295,400,560,785
Enterprise providers,Northern Territory,15 to 19 years,Certificate III,Totals,,5,-,-,5,15
Enterprise providers,Northern Territory,15 to 19 years,Certificate III,Certificate III,,5,-,-,-,5
Enterprise providers,Northern Territory,15 to 19 years,Certificate III,Certificate I,,-,-,-,-,5
Enterprise providers,Northern Territory,15 to 19 years,Year 12,Totals,,15,25,65,45,90
Enterprise providers,Northern Territory,15 to 19 years,Year 12,Diploma,,5,-,5,5,-
Enterprise providers,Northern Territory,15 to 19 years,Year 12,Certificate IV,,5,-,-,5,5
Enterprise providers,Northern Territory,15 to 19 years,Year 12,Certificate III,,5,5,5,5,5
Enterprise providers,Northern Territory,15 to 19 years,Year 12,Certificate II,,5,10,50,20,25
Enterprise providers,Northern Territory,15 to 19 years,Year 12,Certificate I,,-,5,10,10,50
Enterprise providers,Northern Territory,15 to 19 years,Year 11,Totals,,35,25,70,80,190
Enterprise providers,Northern Territory,15 to 19 years,Year 11,Diploma,,-,5,5,-,-
Enterprise providers,Northern Territory,15 to 19 years,Year 11,Certificate III,,10,10,5,10,10
Enterprise providers,Northern Territory,15 to 19 years,Year 11,Certificate II,,10,10,10,20,80
Enterprise providers,Northern Territory,15 to 19 years,Year 11,Certificate I,,10,5,50,50,105
Enterprise providers,Northern Territory,15 to 19 years,Certificate II,Totals,,25,20,15,20,20
Enterprise providers,Northern Territory,15 to 19 years,Certificate II,Certificate III,,10,10,10,10,-
Enterprise providers,Northern Territory,15 to 19 years,Certificate II,Certificate II,,10,10,5,10,15
Enterprise providers,Northern Territory,15 to 19 years,Certificate II,Certificate I,,-,-,-,-,5
Enterprise providers,Northern Territory,15 to 19 years,Year 10,Totals,,200,145,120,165,330
Enterprise providers,Northern Territory,15 to 19 years,Year 10,Certificate III,,140,45,40,30,5
Enterprise providers,Northern Territory,15 to 19 years,Year 10,Certificate II,,45,75,40,45,120
Enterprise providers,Northern Territory,15 to 19 years,Year 10,Certificate I,,15,20,40,85,205
Enterprise providers,Northern Territory,15 to 19 years,Certificate I,Totals,,5,10,10,20,15
Enterprise providers,Northern Territory,15 to 19 years,Certificate I,Certificate III,,5,-,5,-,-
Enterprise providers,Northern Territory,15 to 19 years,Certificate I,Certificate II,,-,-,-,5,5
Enterprise providers,Northern Territory,15 to 19 years,Certificate I,Certificate I,,-,5,-,10,10
Enterprise providers,Northern Territory,15 to 19 years,Year 9 or lower,Totals,,65,70,110,180,115
Enterprise providers,Northern Territory,15 to 19 years,Year 9 or lower,Certificate III,,25,20,25,20,5
Enterprise providers,Northern Territory,15 to 19 years,Year 9 or lower,Certificate II,,15,10,35,65,40
